source,target,weight,distance
0,1,2.1854305348131313,156.29306006526963
0,2,4.7782143788446225,59.36740335001727
0,3,3.793972738151323,55.2741069932958
0,4,3.1939631788866647,75.26119235150449
0,5,1.2020838819909643,159.17838020752203
0,6,1.201975341512912,77.56083887636419
0,7,0.7613762547568976,126.72301538132503
0,8,4.3977926559872085,63.98901802712476
0,9,3.20501755284444,188.13292367452928
0,11,3.6863266000822046,101.59409203753513
0,13,0.592630224331111,186.2198084840946
0,14,4.864594334728975,191.73134628658164
0,17,4.2459918836018975,50.919297097052116
0,18,1.4555259980522428,119.62027807980981
0,19,1.318212352431953,53.69840835603393
0,23,1.325320294340452,186.30391494543588
0,24,1.8690900933179198,127.76113171018638
0,26,2.86140394234507,61.24160190477453
0,29,2.4437525838895207,66.54150924148503
0,32,1.8105311308911887,107.52635367391085
0,34,3.2533380262507077,191.0351289309334
0,36,1.1277223729341883,153.93637273521213
0,39,1.8146509184084816,180.14282992836985
0,40,2.148628294821613,104.96849695099695
0,41,2.552314928976662,56.48205493249975
0,46,4.033291826268561,196.14764558066213
0,56,1.3985320197126188,52.575948599355435
0,57,2.814054972861252,192.14774796216335
0,60,3.165865559879191,105.30161357737171
0,61,0.7090268572399898,51.51356075328223
0,62,3.2339518335564725,153.37358475867626
0,66,1.2673585565928118,197.08104560470312
0,70,0.7927321684337578,194.84385842563887
0,73,4.7699849176399995,74.14055168036276
0,75,4.845344148835517,77.18717090992325
0,79,4.137788066524076,134.83083719294902
0,80,1.870761961280168,145.59572396424866
0,84,0.9395245130287274,160.91268704987985
0,93,3.579048619304706,77.15755407082213
0,96,2.480686221828206,193.85106301466516
0,98,1.0491720568015048,145.8108884433857
0,102,2.728296095500716,177.05703783058323
0,103,0.6547483450184828,131.00985729262578
0,105,4.59194180935452,112.14152713848239
0,114,1.6645099172000761,196.57743598924938
0,123,3.481350279592919,137.31820562297543
0,134,1.9026998424023494,180.03103741987684
0,146,2.8403060953001487,192.99385945494348
0,153,2.9601962570447586,151.30319405129887
0,155,1.3318450498648717,132.34080177780123
0,157,4.863130824940513,50.526627636597595
0,170,3.9880977051250155,56.0029461108509
0,171,4.727745237038851,80.12768240766745
0,174,4.526723076924419,77.90126477839928
0,192,3.1905499046498833,88.2138192799768
0,199,4.6484340576040255,95.74019565464911
0,207,0.8982162592336378,104.00982403260923
0,209,1.3819228808861534,113.08065351033147
0,213,0.7035228000974213,64.8299507684022
0,216,1.9639864884346896,56.35428979291731
0,219,2.249047803602669,151.09166736095352
0,233,1.7210706429825315,130.60022372646165
0,243,4.229318791183682,116.62163033301795
0,268,2.105389970121152,145.16599117525286
0,280,1.7642052935932133,174.15191108053108
0,288,2.942132374212118,114.15393636743069
0,293,1.1341590123864318,146.1679197577969
0,317,4.109886413393179,193.0358335752738
0,340,0.8354778965589686,175.9436743792341
0,359,4.940991214702327,113.90012157536142
0,370,3.9751014618349583,146.70752567221143
0,371,1.3942205669037757,76.56063828739096
0,384,0.5248495270562108,134.0783277342635
0,388,4.169576428046754,197.1992436707664
0,392,3.680858047314277,127.74726728037834
0,420,3.780532256184443,189.1457448785221
0,429,3.970716560086756,111.1002380754891
0,456,0.8332009328034067,199.82672407769468
0,472,2.113095778449227,136.88300528413367
0,531,1.0214107678630837,56.340349135390184
0,555,4.383965416440171,138.01321950370823
0,565,3.304841570724011,91.1859043519395
0,602,1.9890411118369213,54.87219830538421
0,618,0.7860125762871064,173.12799570419952
0,626,1.89942044772048,91.35944554711338
0,633,1.9633249491203617,169.48228310697476
0,638,3.783227802521288,93.23263744338004
0,641,3.369008621098459,79.14895308106614
0,665,4.49245734159347,196.09033611566412
0,673,2.6249671632287717,104.24679916325294
0,685,1.0381741067223578,140.20643171647407
0,707,3.7096015425034774,141.49722392217075
0,727,3.9235327187760385,134.0710223260253
0,744,3.025747389062733,187.2043615281822
0,751,3.9693523097955246,151.16616070503028
0,777,2.7220801836397586,110.55995061573952
0,782,2.852297732218973,179.3570576786411
0,786,2.423934582613473,77.15943486739467
0,817,0.6143860703484283,131.63551364156262
0,839,0.98551142146987,192.58255579156346
0,841,0.6414313355903041,143.8096444820619
0,845,3.3638468506870116,172.54526757123142
0,884,1.91460191484347,148.03410883177892
0,885,2.7885681102411626,175.90562953068354
0,891,4.584049132667419,191.67318197678654
0,895,1.6218150311699373,90.93825912991052
0,911,2.3467231536603337,75.44916218850783
0,922,3.899980123443719,122.59861254988098
0,943,1.529591744712301,155.27936402363238
0,944,0.8464095942295684,84.07868797733241
0,948,1.8038815381119562,50.61521756452506
0,955,1.2254957926430199,101.4402673755058
0,961,4.683639435541579,195.32890032016826
0,987,4.136541708039877,154.24511909087698
1,7,3.3503169042969057,110.1988165911836
1,10,4.42157265584473,78.88641460202605
1,12,4.116524346046015,103.41345106321205
1,16,1.3395652649871612,75.4759149951872
1,48,4.5165154932049,65.94587319694271
1,52,2.927040088620428,186.0113558858831
1,61,4.133480698238282,199.64755075632104
1,68,4.53241084965572,74.61716593936855
1,86,1.9310156373733873,58.17838383174196
1,103,0.9952336603745454,99.45966607193185
1,104,1.5257082314387376,119.24887711421229
1,105,2.4219850488181534,80.72318706137817
1,110,4.181066446651219,95.21373676978376
1,147,4.373287624653545,80.13061035374865
1,168,0.5312845873903582,166.13908526486767
1,183,2.798362861599046,156.8866914870891
1,204,2.3783495141695052,145.24272736414724
1,215,1.4994851471182862,108.08267856188071
1,261,1.0393941530015727,186.3561411971354
1,291,2.0192682713163257,195.429881230253
1,347,4.743093667606336,76.0458968938118
1,357,1.9544131940933984,83.4518962117817
1,365,2.8345577978451475,128.84465420005546
1,381,3.6635853150283,63.68758539233679
1,383,2.136333210706823,115.46725982346692
1,389,4.873019372244323,137.26868971665652
1,446,4.8310128272395,128.31103567059995
1,461,1.6330203312141387,99.63628746170392
1,485,2.7376182765157346,131.36687091158103
1,533,1.8539523941754634,193.82014313882718
1,553,1.7817822246986044,80.90261064370641
1,569,0.6659912630953976,148.22470375910055
1,579,3.243039502909536,56.50950412340778
1,601,2.7620556045298765,59.962460672215244
1,694,0.731654380624952,132.77423363353773
1,714,1.7539090890647515,65.74087704919242
1,751,4.587196486849941,53.3520182640286
1,780,1.5780285080013758,75.72694964720333
1,870,1.152026924410504,134.72737564993616
1,884,2.7025374212490334,155.50114317783988
2,6,4.935427043497703,80.371784621207
2,7,1.589248721801752,150.23891558122617
2,8,3.5246099633264536,77.37144966488441
2,9,3.927288268979229,142.01861399468856
2,16,1.5693689479657986,111.79395198436983
2,29,3.776973568753368,148.0699264000425
2,48,2.1550240972366392,199.2579128718871
2,93,3.3453762376711076,190.6725447848843
2,113,3.3508836984240262,50.64226367541554
2,135,2.910986078336413,182.81581465434587
2,168,0.9063039652448374,59.973619276214976
2,201,4.25886123015157,192.95698792397675
2,266,1.9435102923728111,92.2738518649527
2,298,1.339333296799344,107.30522456169064
2,307,0.6834881369964376,63.74573077635918
2,309,3.159018244347088,66.84091374933644
2,390,3.549039628290271,159.01108478439795
2,401,0.5746452301753526,191.64983536224375
2,405,2.8044187623467645,141.61227424314643
2,484,1.5192309883907207,157.37750232902164
2,513,3.403277556842524,164.29546168957302
2,546,1.2846489305224615,89.42214118294126
2,557,3.609219821461097,56.78444463803224
2,604,2.2403090583524183,50.28091158787529
2,694,4.715284949315305,102.59739244310279
2,720,1.1188442486569696,86.21963422988242
2,758,2.0347985797261634,59.34765875737784
2,769,1.010630845582651,76.92924387405002
2,805,4.661121282253532,68.67483474019217
2,829,4.448027090214414,187.23175709260556
2,983,1.6607373247182002,71.04008201887534
2,989,3.4699282071538056,130.64726959815187
3,6,4.177499900905471,138.96589326682468
3,8,2.9984036521975805,131.52341865629506
3,10,2.8834276026020293,64.8584651323982
3,13,1.5883353090520327,97.81975426258268
3,14,0.9189624551265465,57.69054986947299
3,16,4.5374709107899704,109.3504871144474
3,23,4.551881257234987,78.2898396907388
3,39,3.348956557729706,134.24487999265696
3,40,2.0256340597191533,153.92125907736508
3,46,2.071443085756974,129.81797903070597
3,53,3.766800554916077,115.13550449170936
3,59,4.536996169786597,108.10001312850386
3,72,4.491888909193028,176.25376521455055
3,75,4.009439956359307,82.90520975979051
3,83,3.389142407694295,160.1327509293303
3,86,0.8786298424777197,163.62234871101785
3,109,1.227329213425762,112.88000109061016
3,124,4.543493848371857,94.5950898838459
3,195,3.2289307684681545,120.58122290689629
3,214,0.5413867322748334,63.98208888390478
3,217,0.9566219428971445,56.8895048343635
3,224,3.485757960986251,66.74047991778377
3,230,0.5227771273079841,78.07175471933392
3,235,1.2236362313787439,125.62652305070645
3,254,2.9693020521496374,177.37049542416833
3,276,3.6135283896171195,85.34634979995305
3,302,3.4338256677617025,190.2743016120167
3,320,1.509211892572519,193.23618634025053
3,357,3.7048064960639113,193.8356907267808
3,399,1.5676208937356004,175.6344102014486
3,437,1.9642986417167048,104.5737561196581
3,558,3.8592113230311087,60.90258665039346
3,565,3.423348045712466,135.32280976497424
3,583,4.3215053472238,133.80221659058506
3,589,3.459258015351545,177.49636506643935
