source,target,weight,distance
0,1,2.1854305348131313,193.17216658223091
0,2,4.7782143788446225,141.9057250504448
0,3,3.793972738151323,124.6585179133426
0,4,3.1939631788866647,104.03753490092338
0,5,1.2020838819909643,128.05781795717596
0,6,1.201975341512912,160.14605908251676
0,7,0.7613762547568976,173.37908577736215
0,10,4.3977926559872085,147.47716051766434
0,13,3.20501755284444,168.54755820867348
0,18,3.6863266000822046,63.2626676922625
0,21,0.592630224331111,52.15616752043136
0,25,4.864594334728975,160.16165463631177
0,41,4.2459918836018975,89.25561053421427
0,43,1.4555259980522428,181.65173755580835
0,49,1.318212352431953,130.37760164902608
0,53,1.325320294340452,121.77814219331681
0,54,1.8690900933179198,165.92281586970898
0,62,2.86140394234507,161.1644005327757
0,67,2.4437525838895207,155.64147985849664
0,68,1.8105311308911887,153.48514340008094
0,74,3.2533380262507077,127.30939957672766
0,94,1.1277223729341883,188.97133039632374
0,95,1.8146509184084816,183.59621145910518
0,103,2.148628294821613,99.41074121907002
0,120,2.552314928976662,170.7041808890871
0,137,4.033291826268561,183.66627708688026
0,155,1.3985320197126188,142.73824566885318
0,165,2.814054972861252,133.3368789062173
0,170,3.165865559879191,150.78301213919576
0,180,0.7090268572399898,74.45909862180608
0,187,3.2339518335564725,63.10155143141463
0,200,1.2673585565928118,173.02254124506723
0,213,0.7927321684337578,135.9989340658143
0,229,4.7699849176399995,68.37522355028992
0,384,4.845344148835517,112.44770407173041
0,457,4.137788066524076,94.73515571753545
0,470,1.870761961280168,181.32169313385262
0,482,0.9395245130287274,126.0830271719004
0,619,3.579048619304706,136.62688191548648
0,668,2.480686221828206,85.29356073925088
0,680,1.0491720568015048,169.85953213870116
0,684,2.728296095500716,189.51519313949393
0,687,0.6547483450184828,168.87415230477086
0,822,4.59194180935452,123.92887147966793
0,830,1.6645099172000761,175.2633397645795
0,855,3.481350279592919,78.19383067436142
0,871,1.9026998424023494,67.01204900583932
0,903,2.8403060953001487,115.73286804344602
0,909,2.9601962570447586,77.23017006179106
0,932,1.3318450498648717,88.87408341714806
0,951,4.863130824940513,137.7675138021898
0,994,3.9880977051250155,110.58546706756132
0,1000,4.727745237038851,179.8817419415661
0,1047,4.526723076924419,83.84185182126916
0,1235,3.1905499046498833,199.51860484490794
0,1261,4.6484340576040255,103.90901238895911
0,1603,0.8982162592336378,127.31042759888595
0,1693,1.3819228808861534,69.84981647130738
0,1738,0.7035228000974213,136.894851911921
0,1763,1.9639864884346896,194.19273416523436
0,1858,2.249047803602669,162.4096666815517
0,1876,1.7210706429825315,86.60818402242775
0,1930,4.229318791183682,116.39175662510942
0,1955,2.105389970121152,113.81499710435713
0,1959,1.7642052935932133,64.6921651388765
0,1968,2.942132374212118,182.8775271016499
0,2014,1.1341590123864318,107.21840749625298
0,2020,4.109886413393179,124.1389416656142
0,2036,0.8354778965589686,93.68716623148529
0,2151,4.940991214702327,72.85934401816064
0,2170,3.9751014618349583,185.31659296572104
0,2249,1.3942205669037757,55.609621649015104
0,2332,0.5248495270562108,109.9819251974196
0,2597,4.169576428046754,159.60431404204735
0,2661,3.680858047314277,96.3286877301299
0,2684,3.780532256184443,116.90429104433687
0,3012,3.970716560086756,134.67158765511726
0,3078,0.8332009328034067,199.2622418353711
0,3087,2.113095778449227,163.74520067012998
0,3212,1.0214107678630837,195.06730606351854
0,3252,4.383965416440171,153.97182109840406
0,3294,3.304841570724011,90.35793321387044
0,3296,1.9890411118369213,93.12332135600433
0,3332,0.7860125762871064,173.36964550508665
0,3377,1.89942044772048,114.15702367950126
0,3448,1.9633249491203617,105.53362901049063
0,3486,3.783227802521288,191.76410395594073
0,3625,3.369008621098459,51.98497497061278
0,3682,4.49245734159347,128.74503278027933
0,3744,2.6249671632287717,166.26149859317292
0,3747,1.0381741067223578,160.42535242737006
0,4054,3.7096015425034774,105.13615807069728
0,4101,3.9235327187760385,130.34724677552202
0,4180,3.025747389062733,50.83659420318117
0,4202,3.9693523097955246,130.22454045525964
0,4308,2.7220801836397586,138.56018395991327
0,4445,2.852297732218973,181.21870063883162
0,4496,2.423934582613473,81.61059047151522
0,4501,0.6143860703484283,173.7718568611713
0,4614,0.98551142146987,157.70997661329625
0,4687,0.6414313355903041,149.90462973289993
0,4700,3.3638468506870116,109.15817364511395
0,4724,1.91460191484347,105.1151572156476
0,4760,2.7885681102411626,155.4891833650678
0,4850,4.584049132667419,198.53348213783025
0,4911,1.6218150311699373,110.80306387680568
0,4995,2.3467231536603337,187.78996663950738
1,5,3.899980123443719,137.98176235466153
1,8,1.529591744712301,180.22484803547923
1,12,0.8464095942295684,82.57856705629001
1,31,1.8038815381119562,164.33481121167318
1,32,1.2254957926430199,175.24152661127374
1,43,4.683639435541579,174.82537098519893
1,47,4.136541708039877,167.70670680492935
1,51,3.3503169042969057,95.62934445990663
1,69,4.42157265584473,128.29253296749891
1,70,4.116524346046015,94.95571702623076
1,94,1.3395652649871612,101.44488600630693
1,123,4.5165154932049,95.18283253823037
1,129,2.927040088620428,92.63405720024596
1,174,4.133480698238282,154.01325087628467
1,213,4.53241084965572,147.5395548971926
1,255,1.9310156373733873,80.63963519346862
